Location,Time,TPopulation1Jan,TPopulationMale1July,TPopulationFemale1July,PopDensity,PopSexRatio,MedianAgePop,PopGrowthRate,Births,CBR,CDR,LEx,LExMale,LExFemale,LE15Male,LE15Female,LE65Male,LE65Female,LE80Male,LE80Female,IMR,LBsurvivingAge1,Q5,Q0040Male,Q0040Female,Q0060Male,Q0060Female,Q1550Male,Q1550Female,Q1560Male,Q1560Female,CNMR
India,1966,505551.309,264041.608,246951.009,171.8668,106.9206,18.4024,2.13,20913.381,40.918,19.342,45.3332,45.8985,44.7267,46.42,46.2968,10.9081,11.4296,4.7757,4.9853,154.7189,18645.644,237.9854,370.9177,404.4016,555.1984,563.4325,248.6584,263.8116,398.3923,393.749,-0.283
India,1967,516433.925,269770.979,252216.091,175.5647,106.9603,18.2929,2.128,21193.323,40.592,19.082,45.6736,46.2253,45.0825,46.6663,46.5293,10.8335,11.3092,4.7968,4.9435,153.1243,18918.916,235.191,363.5467,397.2559,549.9398,556.9718,240.7537,255.7335,393.2395,387.4837,-0.238
India,1968,527540.214,275736.482,257695.426,179.414,107.0009,18.2339,2.209,21454.18,40.207,17.778,47.471,48.0653,46.8365,47.6026,47.3371,10.9933,11.3965,4.9163,4.9833,144.9885,19274.109,219.2784,336.2168,371.9481,522.6446,531.1986,221.4431,238.8231,372.6298,368.9944,-0.345
India,1969,539323.603,281934.206,263380.464,183.4106,107.0445,18.237,2.197,21704.442,39.792,17.51,47.8574,48.4556,47.2196,47.9074,47.6043,10.9671,11.3246,4.9882,4.9941,143.3196,19524.327,216.3522,328.3258,364.663,516.1424,524.2263,212.6719,230.4273,366.2083,362.2308,-0.315
India,1970,551305.737,288292.404,269208.897,187.5095,107.0887,18.2642,2.223,22042.928,39.533,17.228,48.2407,48.8538,47.5875,48.2174,47.8706,11.0144,11.342,5.0993,5.0656,141.675,19854.222,213.4997,321.5708,358.5746,509.6182,518.0247,205.1982,223.644,359.8246,356.3056,-0.082
India,1971,563696.866,294818.942,275180.236,191.713,107.1367,18.3011,2.211,22482.719,39.43,16.938,48.6324,49.2836,47.9379,48.5521,48.127,11.1611,11.4784,5.2565,5.2142,139.9357,20277.751,210.5686,316.0473,354.1107,502.7529,513.0097,199.2371,219.3363,353.1795,351.8095,-0.387
India,1972,576301.49,301529.376,281308.597,196.0312,107.1881,18.3504,2.243,22835.036,39.173,16.643,49.025,49.6943,48.3097,48.8963,48.4291,11.3667,11.7057,5.4368,5.4203,138.4811,20618.794,208.112,311.8397,350.2975,496.1813,507.9963,194.4251,215.7467,346.5896,347.1537,-0.103
India,1973,589374.455,308465.459,287642.024,200.4942,107.2394,18.4143,2.259,23229.501,38.962,16.27,49.5395,50.2239,48.8064,49.2739,48.7753,11.6192,11.9985,5.6294,5.6599,136.3443,21009.762,204.4142,306.7286,345.5315,488.2206,501.7212,189.9869,212.5728,339.5038,342.1258,-0.105
India,1974,602840.51,315584.062,294137.889,205.0733,107.2912,18.4863,2.257,23558.643,38.629,15.786,50.2441,50.9123,49.5261,49.6994,49.2187,11.8808,12.3207,5.8083,5.9018,133.3495,21356.9,199.0354,299.5398,338.0094,478.155,492.3109,184.9036,208.0539,331.4356,335.1162,-0.276
India,1975,616603.393,322800.952,300723.268,209.7156,107.3415,18.5669,2.22,23660.096,37.937,15.381,50.8123,51.4183,50.1585,49.9836,49.6247,12.0488,12.5715,5.9207,6.0865,130.7407,21492.129,194.5357,293.9445,331.142,471.0209,483.6232,181.3352,203.2574,326.1486,328.2522,-0.362
India,1976,630445.045,330077.58,307373.867,214.3998,107.3864,18.6511,2.198,24020.807,37.665,15.009,51.3883,51.8836,50.8517,50.1759,50.0499,12.1061,12.726,5.9487,6.1845,127.8683,21868.147,189.5837,287.5418,322.5687,464.6139,473.1685,177.8378,196.6056,322.2443,319.7996,-0.684
India,1977,644457.85,337496.325,314189.303,219.1873,107.4181,18.7429,2.218,24041.856,36.89,14.662,51.9086,52.2745,51.5116,50.27,50.4439,12.0597,12.7825,5.9005,6.1997,124.9208,21936.974,184.6106,280.9495,313.6042,459.3252,462.4078,174.6459,189.1059,319.7989,310.8821,-0.048
India,1978,658913.406,345069.608,321198.151,224.0919,107.432,18.8446,2.208,24242.925,36.383,14.288,52.492,52.7102,52.2575,50.3293,50.8855,11.95,12.7913,5.8043,6.1672,121.7052,22175.073,179.0594,272.9412,303.01,453.3864,449.5848,171.191,179.937,317.569,300.1216,-0.021
India,1979,673622.113,352826.329,328422.054,229.1305,107.4308,18.943,2.239,24698.877,36.252,13.965,53.0601,53.1354,52.9854,50.3773,51.2987,11.8103,12.7716,5.6867,6.1118,118.3982,22649.38,173.4318,264.831,292.4699,447.2992,436.8524,167.5789,170.9917,315.1551,289.6116,0.1
India,1980,688874.653,360875.327,335953.058,234.3706,107.4184,19.0365,2.283,25235.028,36.214,13.676,53.6114,53.5451,53.6962,50.4362,51.6998,11.6692,12.7563,5.5708,6.0622,115.2148,23197.343,168.056,257.1297,282.2725,440.9851,424.3591,163.9236,162.4745,312.1741,279.3801,0.29
India,1981,704782.116,369149.846,343719.452,239.7658,107.3986,19.1256,2.269,25682.976,36.024,13.37,54.1748,53.988,54.3965,50.5534,52.1017,11.5608,12.7789,5.4801,6.0458,112.1457,23664.363,162.8895,249.6425,272.6633,433.5606,412.3114,159.8862,154.7079,307.6887,269.6196,0.033
India,1982,720956.48,377542.52,351626.946,245.2482,107.3702,19.2134,2.253,25964.421,35.605,13.044,54.7322,54.446,55.0677,50.7201,52.4995,11.4886,12.8424,5.4166,6.0647,109.3045,23975.39,158.1295,242.6636,263.9436,425.3924,401.0567,155.6803,147.8351,302.0105,260.5427,-0.036
India,1983,737382.451,386102.269,359724.278,250.8506,107.3328,19.3033,2.264,26329.46,35.3,12.72,55.2809,54.9109,55.7124,50.9188,52.8882,11.4457,12.9372,5.3725,6.1091,106.6543,24361.367,153.7075,236.1292,255.9957,416.8505,390.5693,151.4433,141.7879,295.6736,252.2006,0.062
India,1984,754270.641,394865.497,368029.66,256.5915,107.2918,19.392,2.261,26777.35,35.094,12.412,55.8157,55.3872,56.3153,51.1279,53.2614,11.424,13.0528,5.3401,6.1687,104.1546,24822.691,149.5531,229.7791,248.9308,408.2096,381.0053,147.3829,136.4891,289.3037,244.6323,-0.076
India,1985,771519.671,403766.422,376475.662,262.4259,107.249,19.4791,2.236,27001.359,34.602,12.102,56.3338,55.849,56.8984,51.3344,53.6099,11.4162,13.1783,5.3121,6.2327,101.7641,25075.586,145.5985,223.764,242.3362,399.9961,372.1028,143.5222,131.9097,283.3271,237.9221,-0.145
India,1986,788964.497,412811.682,385067.312,268.3579,107.2051,19.562,2.235,27521.504,34.483,11.82,56.8352,56.2993,57.4592,51.512,53.9264,11.4154,13.3033,5.2817,6.2912,99.372,25604.772,141.657,217.8936,236.1434,392.5227,363.8617,140.1945,127.9967,278.4332,232.1117,-0.324
India,1987,806793.489,421960.524,393755.6,274.3572,107.1631,19.6473,2.188,27477.888,33.681,11.522,57.3147,56.7259,57.9994,51.6568,54.2061,11.4194,13.4201,5.2494,6.3395,96.975,25610.355,137.7331,212.2562,230.2223,385.9882,356.2055,137.4232,124.6872,274.7321,227.1801,-0.285
India,1988,824638.76,431194.389,402535.292,280.4159,107.1196,19.7448,2.181,27654.404,33.166,11.236,57.7772,57.1132,58.5456,51.7796,54.4507,11.434,13.5265,5.2238,6.3797,94.5597,25821.687,133.7956,207.1754,224.1569,380.4144,348.7716,135.1532,121.9109,271.9101,223.0228,-0.124
India,1989,842820.602,440551.295,411461.378,286.5652,107.0699,19.8527,2.158,27733.329,32.549,10.956,58.2333,57.5112,59.0642,51.9049,54.6692,11.4659,13.622,5.2138,6.4147,92.1496,25942.227,129.8751,202.0094,218.3593,374.9578,341.8206,133.0519,119.4718,269.3545,219.3801,-0.016
India,1990,861204.744,449984.059,420468.106,292.7671,107.0198,19.9714,2.125,27692.243,31.816,10.691,58.6516,57.876,59.5366,52.0094,54.8526,11.5176,13.7027,5.2272,6.4464,89.8415,25948.59,126.1486,197.5525,213.0086,370.2712,335.5952,131.7687,117.4804,267.5048,216.377,0.125
India,1991,879699.586,459463.492,429478.264,298.9859,106.9818,20.0951,2.079,27937.351,31.423,10.455,59.0547,58.2557,59.9565,52.1335,55.0101,11.596,13.7674,5.273,6.4774,87.6415,26221.34,122.6106,193.121,208.1503,365.3918,330.0212,130.6134,115.7304,265.4176,213.7307,-0.178
India,1992,898183.926,469046.096,438527.953,305.2526,106.9592,20.2251,2.069,28057.136,30.914,10.23,59.4524,58.6596,60.335,52.2858,55.1482,11.7043,13.8183,5.3546,6.5093,85.5145,26375.592,119.2015,188.6609,203.6445,360.1266,324.9324,129.4925,114.1335,262.894,211.3155,0.009
India,1993,916964.171,478735.976,447615.32,311.5681,106.9525,20.3668,2.027,28054.515,30.285,10.021,59.8152,59.0537,60.6497,52.4382,55.2487,11.8335,13.8556,5.4636,6.5405,83.4668,26413.39,115.9724,184.5905,199.8504,355.1912,320.7923,128.781,113.0493,260.6192,209.5738,0.003
India,1994,935738.422,488535.405,456726.553,317.9285,106.9645,20.5187,2.015,28206.659,29.841,9.807,60.2158,59.4826,61.0071,52.6132,55.3825,11.9854,13.8984,5.5946,6.5748,81.3808,26597.872,112.6395,180.332,195.528,349.9004,315.9108,128.0226,111.4468,258.1483,207.1814,0.116
India,1995,954785.495,498432.464,465846.665,324.3248,106.995,20.6778,1.969,28313.788,29.361,9.612,60.5962,59.8899,61.3508,52.7696,55.5016,12.1469,13.9416,5.7369,6.6085,79.2864,26740.452,109.3211,176.5594,191.4769,345.3366,311.3917,127.7754,110.167,256.4342,205.1902,-0.059
India,1996,973772.763,508349.16,474932.058,330.7159,107.0362,20.8444,1.934,28304.911,28.786,9.419,60.9841,60.2767,61.7332,52.9136,55.6359,12.3141,13.9952,5.8824,6.6429,77.1007,26764.517,105.896,173.226,187.1245,341.4601,306.4818,127.8006,108.8195,255.3671,203.0975,-0.027
India,1997,992789.672,518303.618,484031.612,337.1245,107.0805,21.0162,1.905,28340.882,28.274,9.229,61.3876,60.6652,62.1477,53.0456,55.7962,12.48,14.0636,6.0218,6.6772,74.8225,26826.871,102.3478,169.9322,182.6354,337.9651,301.1929,127.9605,107.2792,254.8726,200.7066,0.001
India,1998,1011880.789,528287.413,493147.162,343.5484,107.1257,21.1932,1.871,28380.714,27.784,9.05,61.7919,61.0281,62.5947,53.1686,55.9738,12.6379,14.1423,6.1459,6.7093,72.5216,26894.318,98.8025,167.0153,177.9294,334.8898,295.4999,128.1828,105.6645,254.6046,198.0861,-0.028
India,1999,1030988.362,538244.36,502255.693,349.9608,107.1654,21.3746,1.828,28365.313,27.26,8.875,62.2069,61.3511,63.1109,53.2891,56.1737,12.781,14.2287,6.2452,6.7373,70.172,26911.203,95.207,164.6225,172.4539,332.0389,288.8011,128.3529,103.8563,254.1037,194.9771,-0.102
India,2000,1050011.745,548223.581,511410.095,356.3962,107.1984,21.5554,1.816,28614.635,27.001,8.701,62.6693,61.754,63.6388,53.4266,56.4269,12.9034,14.3243,6.3101,6.7606,67.773,27181.348,91.4926,161.0089,166.9936,327.5875,281.3351,128.1053,101.3219,252.6308,190.5639,-0.142
India,2001,1069255.606,558291.332,520679.574,362.9001,107.2236,21.7349,1.801,28842.611,26.728,8.558,63.0913,62.1135,64.1306,53.5557,56.6574,12.991,14.4105,6.3286,6.7728,65.4307,27432.135,87.9796,157.8047,161.9693,322.8657,274.161,127.8262,99.2035,250.3967,186.2538,-0.164
India,2002,1088686.207,568334.873,529978.166,369.4056,107.2374,21.9237,1.753,28647.659,26.082,8.363,63.616,62.5727,64.7289,53.7637,56.9828,13.0559,14.5075,6.3022,6.779,63.0648,27282.213,84.3459,153.0672,155.6228,315.2894,264.6183,126.0366,95.6409,245.4003,179.6262,-0.189
India,2003,1107939.87,578236.241,539178.882,375.8304,107.2439,22.1311,1.696,28355.763,25.375,8.188,64.0942,62.9813,65.287,53.945,57.2787,13.0865,14.5889,6.2399,6.7732,60.7913,27039.074,80.9242,148.7177,149.6437,307.8486,255.4467,124.4777,92.4541,240.2441,173.2467,-0.229
India,2004,1126890.377,587990.365,548274.218,382.1702,107.2438,22.3563,1.65,28098.682,24.728,8.04,64.5244,63.3128,65.8313,54.099,57.5366,13.0933,14.6529,6.1621,6.756,58.5975,26828.244,77.7011,145.0779,143.6137,301.2732,246.5574,123.0885,89.6902,235.4077,167.4619,-0.189
India,2005,1145638.789,597477.666,557161.048,388.3501,107.2361,22.5967,1.559,27645.749,23.94,7.876,64.9955,63.7186,66.3787,54.2558,57.8204,13.0953,14.7089,6.0902,6.7311,56.3383,26431.56,74.2949,140.1658,137.4514,293.9347,237.2724,121.4093,86.2784,230.6696,161.0306,-0.476
India,2006,1163638.637,606611.392,565762.396,394.3151,107.2202,22.8511,1.49,27228.667,23.22,7.743,65.4123,64.0534,66.8911,54.3692,58.0507,13.0927,14.7432,6.0391,6.6964,54.116,26068.43,71.0087,135.9474,131.4853,288.2372,228.8232,120.1566,83.3999,227.3484,155.7122,-0.578
India,2007,1181108.939,615506.279,574185.53,400.1399,107.1964,23.1157,1.443,27029.549,22.713,7.642,65.7884,64.3653,67.342,54.4368,58.2381,13.0955,14.7568,6.0238,6.6541,51.8913,25914.172,67.7575,131.834,126.0892,283.936,221.4853,119.4117,80.8381,225.7921,151.3479,-0.646
India,2008,1198274.68,624242.02,582492.786,405.8721,107.1673,23.3891,1.402,26890.1,22.276,7.558,66.149,64.6543,67.7858,54.4906,58.3975,13.1175,14.7645,6.0487,6.6181,49.6492,25817.915,64.5005,127.9973,120.6181,280.8093,214.7273,118.8052,78.4987,225.3839,147.8728,-0.701
India,2009,1215194.931,632892.402,590747.758,411.558,107.1341,23.6681,1.38,26848.279,21.934,7.479,66.5132,64.962,68.2151,54.5636,58.5444,13.1721,14.7846,6.1134,6.6056,47.4083,25816.089,61.2757,124.055,115.254,278.0689,208.8029,118.0052,76.331,225.3997,145.2736,-0.656
India,2010,1232085.388,641566.029,599047.591,417.2668,107.0977,23.9545,1.375,26598.911,21.438,7.385,66.9086,65.3268,68.6449,54.6922,58.6986,13.2744,14.8373,6.2186,6.6348,45.1699,25615.194,58.0735,119.724,109.9149,274.9294,203.6961,116.6436,74.2337,225.0439,143.4788,-0.306
India,2011,1249141.852,650244.39,607376.8,422.9872,107.0578,24.252,1.348,26342.016,20.945,7.267,67.359,65.7651,69.1058,54.9165,58.8758,13.4394,14.9429,6.3652,6.7245,42.9592,25406.758,54.9372,115.0318,104.3162,270.8006,199.2493,114.2797,72.159,223.4317,142.507,-0.194
India,2012,1266100.53,658839.435,615647.779,428.6599,107.0156,24.5591,1.316,26026.697,20.421,7.118,67.8872,66.3242,69.5921,55.2712,59.0933,13.6804,15.1216,6.5538,6.8934,40.7996,25141.112,51.8999,109.6246,98.6813,264.7608,195.7193,110.5829,70.043,219.7604,142.342,-0.142
India,2013,1282873.899,667322.884,623809.18,434.2582,106.9755,24.8747,1.279,25739.527,19.935,6.96,68.4598,66.9607,70.0831,55.7217,59.3381,13.977,15.3614,6.771,7.1291,38.7478,24900.659,49.0724,103.9771,93.2781,257.3652,193.1641,106.0303,68.0148,214.4906,142.9201,-0.183
India,2014,1299390.228,675549.357,631697.152,439.6781,106.942,25.2024,1.202,24899.418,19.049,6.79,69.0736,67.6506,70.6017,56.2212,59.6012,14.2953,15.6342,6.9965,7.3973,36.6565,24125.12,46.1554,98.0828,87.795,248.9612,190.7073,101.0886,66.0583,208.2436,143.7023,-0.238
India,2015,1315102.79,683543.212,639323.292,444.9317,106.9167,25.5414,1.174,24828.119,18.765,6.67,69.6363,68.2846,71.0767,56.6784,59.845,14.5864,15.8942,7.2024,7.6525,34.6992,24091.441,43.4774,92.8453,82.9451,241.1472,188.5774,96.7477,64.3927,202.4253,144.4783,-0.359
India,2016,1330630.219,691623.419,647012.92,450.2357,106.8948,25.8816,1.196,24783.025,18.514,6.603,70.1167,68.8102,71.5029,57.0331,60.0522,14.809,16.0992,7.3618,7.8471,32.8306,24082.048,40.939,88.4509,78.6547,234.5739,186.0632,93.4788,63.0045,197.7782,144.6501,0.051
India,2017,1346642.46,699587.888,654607.791,455.4689,106.8713,26.2256,1.116,24253.964,17.911,6.593,70.4672,69.1595,71.8561,57.2208,60.1977,14.9203,16.2027,7.4477,7.9298,31.0591,23600.382,38.5597,85.2488,75.0329,230.0765,182.6944,91.7757,61.9392,195.1003,143.7315,-0.162
India,2018,1361748.899,707149.23,661854.076,460.4493,106.8437,26.5745,1.06,24168.443,17.651,6.644,70.7095,69.3672,72.1423,57.267,60.2928,14.9381,16.2175,7.4698,7.9124,29.3812,23548.266,36.3151,82.9283,72.0424,227.2708,178.5499,91.4012,61.1124,194.1142,141.7679,-0.41
India,2019,1376257.714,714325.058,668786.993,465.1946,106.8091,26.9288,0.991,23583.089,17.049,6.71,70.9098,69.5255,72.3954,57.2906,60.373,14.945,16.2176,7.4791,7.8759,27.9046,23005.022,34.365,81.1882,69.5214,225.1501,174.4904,91.4044,60.5191,193.5141,139.6682,-0.429
India,2020,1389966.387,720997.448,675389.679,469.6596,106.7528,27.2833,0.92,23138.532,16.572,7.35,70.1499,68.6147,71.8237,56.21,59.6202,13.8465,15.5119,6.6351,7.4948,26.5981,22595.171,32.6441,76.1323,65.9229,232.1605,177.3554,90.3493,59.9401,202.3336,144.4956,-0.025
India,2021,1402807.867,726503.429,681060.412,473.4187,106.6724,27.6031,0.676,23113.533,16.419,9.448,67.2398,65.7563,68.8864,53.1282,56.4509,12.0032,13.4999,5.3915,6.1145,25.4818,22591.299,31.1861,86.6199,73.8661,280.527,215.8991,116.2609,79.2193,253.8318,185.906,-0.215
India,2022,1412319.817,731180.498,685992.675,476.6507,106.5872,27.9028,0.685,23056.027,16.267,9.074,67.7437,66.2569,69.3843,53.741,57.0699,12.3693,13.863,5.6478,6.3434,26.3083,22519.905,32.4095,85.6975,73.067,270.9867,208.267,110.935,74.7892,242.8787,176.7917,-0.344
India,2023,1422026.528,736851.532,691776.131,480.5033,106.5159,28.2452,0.924,23056.737,16.136,6.556,72.0276,70.5175,73.646,58.0576,61.2665,15.3026,16.726,7.5946,8.1225,24.4626,22554.666,30.5269,73.9582,61.25,210.2045,158.5939,84.3358,54.6591,180.9988,127.8976,-0.34
United Kingdom,1950,49931.042,24047.522,26007.542,206.2077,92.4636,33.9354,0.496,822.441,16.437,11.775,68.631,66.2395,70.9231,54.3456,58.5019,11.9027,14.2751,5.01,5.9932,30.099,800.882,35.6014,85.4055,69.9744,247.623,174.5147,89.2712,69.3761,211.3899,143.7652,0.295
United Kingdom,1951,50179.087,24167.13,26104.773,207.101,92.5774,33.9814,0.369,798.047,15.88,12.574,68.2352,65.7138,70.6829,53.8187,58.239,11.3108,13.7911,4.7154,5.6472,30.3779,776.957,36.0477,83.611,66.0589,252.2063,172.6956,87.0281,65.506,215.9432,142.0854,0.387
United Kingdom,1952,50364.721,24280.978,26203.836,207.9781,92.6619,33.9562,0.476,794.278,15.736,11.364,69.5176,66.8325,72.1066,54.7614,59.5365,11.9416,14.7391,5.1077,6.2488,28.9059,774.189,33.7724,77.8756,58.9208,236.749,158.4741,80.4125,58.179,202.4759,129.5113,0.387
United Kingdom,1953,50604.906,24409.08,26319.54,208.9825,92.7413,33.9065,0.488,807.245,15.914,11.372,69.7967,67.1167,72.3656,54.9274,59.7441,11.9539,14.7924,5.1653,6.2524,27.7423,787.561,32.5168,73.9651,56.7399,230.7094,153.9305,76.8838,56.4256,197.7003,125.5066,0.336
United Kingdom,1954,50852.335,24536.379,26433.559,209.9766,92.8228,33.9469,0.461,797.765,15.655,11.34,70.1646,67.4143,72.8055,55.0347,59.9524,11.9544,14.9338,5.1297,6.3226,26.1473,779.317,30.0082,69.6039,52.5095,226.2743,148.8687,74.7304,54.6878,195.499,123.2562,0.301
United Kingdom,1955,51087.543,24655.522,26537.744,210.8967,92.9074,34.1005,0.413,792.127,15.476,11.636,70.1291,67.3736,72.7733,54.9513,59.9524,11.8098,14.7396,5.0142,6.1344,25.771,774.046,29.7762,68.8509,50.9951,224.7338,145.7845,74.0362,51.639,194.3557,119.6542,0.291
United Kingdom,1956,51298.99,24778.762,26642.852,211.8374,93.0034,34.271,0.477,830.388,16.146,11.632,70.4009,67.5864,73.1019,55.0619,60.141,11.8102,14.8146,5.0443,6.1693,24.7935,812.085,28.3889,65.8085,47.9299,220.6592,140.4506,71.9875,49.9494,191.4583,115.9931,0.254
United Kingdom,1957,51544.237,24917.745,26764.655,212.9117,93.0994,34.405,0.535,856.534,16.571,11.445,70.5211,67.6096,73.3161,55.0639,60.3893,11.9606,15.166,5.3032,6.4976,24.3256,837.977,28.1417,66.3376,48.8442,222.8201,141.6796,72.7945,50.6047,193.8965,116.8855,0.219
United Kingdom,1958,51820.562,25065.761,26895.053,214.0587,93.1984,34.4848,0.54,876.861,16.874,11.629,70.7023,67.7921,73.4937,55.1581,60.4408,11.8763,15.0463,5.1465,6.3357,23.5153,858.44,26.9665,63.7054,45.454,217.8026,137.0338,70.6967,48.2092,189.8477,113.736,0.153
United Kingdom,1959,52101.065,25216.686,27024.961,215.2156,93.3089,34.5186,0.538,883.452,16.91,11.6,70.826,67.9209,73.6019,55.227,60.5812,11.9681,15.1339,5.2611,6.4138,23.0124,865.255,26.6251,63.3001,45.7983,215.8816,135.8342,70.4829,47.1998,188.6071,112.1126,0.071
United Kingdom,1961,52703.805,25549.207,27312.044,217.7681,93.5456,34.4823,0.596,948.24,17.934,11.941,70.7895,67.8122,73.6541,55.1001,60.5459,11.8463,15.0476,5.2222,6.3451,22.3751,929.224,26.0263,63.3436,43.6422,215.1805,133.6216,71.5327,46.6661,188.047,110.9132,-0.038
United Kingdom,1962,53018.697,25720.97,27462.66,219.0962,93.658,34.3975,0.62,975.683,18.34,11.942,70.8593,67.8246,73.7885,55.1267,60.6754,11.823,15.191,5.1963,6.4183,22.6513,955.874,26.0635,62.837,43.8819,214.5676,133.1282,70.5387,46.8472,187.2509,110.513,-0.198
United Kingdom,1963,53348.563,25892.244,27616.27,220.4346,93.7572,34.2665,0.598,989.475,18.487,12.184,70.7645,67.7129,73.7242,54.9542,60.5783,11.6944,15.0899,5.0729,6.3302,21.9275,970.049,25.4797,62.2364,43.1118,216.2148,133.5831,71.7091,47.1045,189.6126,111.3576,-0.325
United Kingdom,1964,53668.465,26076.185,27785.315,221.8888,93.8488,34.1177,0.717,1015.51,18.846,11.287,71.5487,68.4101,74.5631,55.5561,61.3625,12.2997,15.8309,5.5759,6.887,21.0539,996.406,24.1969,60.9106,41.3306,209.6403,129.2055,71.1984,45.6359,184.2216,107.7513,-0.395
United Kingdom,1965,54054.535,26266.266,27963.3,223.4051,93.9312,33.9732,0.646,999.116,18.421,11.523,71.5244,68.3618,74.5797,55.4248,61.2885,12.1241,15.7565,5.467,6.8435,19.6988,981.585,22.9239,59.5145,40.474,208.4732,128.7063,71.1798,45.7981,183.936,108.2865,-0.443
United Kingdom,1966,54404.596,26437.332,28123.17,224.7684,94.0055,33.8212,0.571,980.608,17.97,11.772,71.4391,68.282,74.5009,55.3344,61.1935,11.9899,15.6397,5.3484,6.7382,19.6014,963.491,22.9367,59.4614,40.0038,208.658,128.7936,71.1705,45.2827,184.2297,108.5718,-0.484
United Kingdom,1967,54716.408,26601.006,28275.358,226.0696,94.0784,33.6601,0.583,962.634,17.539,11.231,72.0751,68.9335,75.0859,55.882,61.741,12.354,16.1022,5.6511,7.0495,18.6276,946.702,21.6911,55.8961,38.5307,200.1261,124.3274,67.9232,43.4766,176.8791,104.596,-0.479
United Kingdom,1968,55036.321,26753.814,28415.43,227.2762,94.1524,33.4788,0.482,948.253,17.185,11.89,71.6872,68.5631,74.7148,55.5506,61.3366,11.9527,15.7082,5.3522,6.722,18.7378,932.462,21.9429,55.4502,37.9792,202.7677,125.7418,67.5223,43.6009,179.033,106.3225,-0.478
United Kingdom,1969,55302.167,26885.436,28535.083,228.3113,94.2189,33.2999,0.427,922.275,16.64,11.894,71.6646,68.466,74.7853,55.392,61.3389,11.9325,15.8258,5.5336,6.9587,18.2454,907.337,21.3556,55.1402,36.9919,205.4355,127.8848,70.2412,44.8148,182.4821,109.3915,-0.475
United Kingdom,1970,55538.871,27006.4,28643.765,229.2574,94.2837,33.156,0.4,904.554,16.252,11.773,71.8843,68.6956,74.9856,55.6182,61.5621,12.0952,15.9738,5.5702,6.9844,18.4984,889.691,21.3914,54.8707,36.864,203.1397,125.6556,68.1842,43.8687,180.2717,106.8854,-0.48
United Kingdom,1971,55761.46,27127.274,28748.628,230.1873,94.3602,33.0387,0.41,900.804,16.118,11.538,72.236,69.0448,75.3258,55.9188,61.8724,12.3248,16.2459,5.6054,7.095,17.8334,886.557,20.6191,53.8728,36.1089,198.484,123.7793,67.8487,42.9217,176.1379,105.3926,-0.484
United Kingdom,1972,55990.346,27226.625,28830.691,230.9347,94.4363,32.9499,0.239,831.322,14.833,12.012,71.9897,68.8351,75.0696,55.623,61.577,12.0368,15.9977,5.4385,6.9403,17.0389,818.783,20.0065,52.9426,35.7489,200.5792,125.5533,67.9978,43.247,179.2463,107.6174,-0.431
United Kingdom,1973,56124.285,27290.457,28876.173,231.385,94.5086,32.891,0.151,775.548,13.81,11.906,72.1866,69.0105,75.2852,55.7749,61.735,12.21,16.094,5.4894,6.9557,16.6647,764.117,19.5004,53.4112,34.799,200.1274,122.7816,68.7803,42.8451,179.1232,105.5268,-0.397
United Kingdom,1974,56208.974,27332.917,28900.858,231.6616,94.5748,32.8422,0.088,737.558,13.117,11.86,72.3781,69.222,75.4517,55.9441,61.8775,12.2937,16.2201,5.5085,7.0279,16.4098,726.86,19.1134,51.6523,33.9524,196.5547,121.6433,67.1679,41.6287,176.0555,104.6766,-0.375
United Kingdom,1975,56258.578,27356.665,28910.178,231.7979,94.6264,32.8111,0.029,698.494,12.415,11.769,72.6523,69.5072,75.7091,56.1358,62.0744,12.3778,16.3827,5.5219,7.1067,15.5782,688.894,18.0723,49.8755,33.1839,190.796,118.9468,65.2724,41.0248,171.3123,102.7317,-0.352
United Kingdom,1976,56275.107,27361.442,28901.789,231.783,94.6704,32.8387,-0.042,675.21,12.001,12.1,72.6366,69.525,75.6749,56.0527,61.9116,12.291,16.2136,5.4065,6.9359,14.2436,666.752,16.5854,48.5879,31.2154,190.0883,117.7972,64.2436,40.5068,171.8011,103.0457,-0.323
United Kingdom,1977,56251.356,27357.817,28887.023,231.7072,94.7063,32.9415,-0.023,659.236,11.72,11.652,73.1137,69.9948,76.1369,56.4789,62.373,12.6283,16.6019,5.6839,7.25,14.0821,651.074,16.3525,46.9453,30.8853,184.6883,114.6769,62.5389,39.2874,166.9418,99.9908,-0.3
United Kingdom,1978,56238.324,27358.871,28881.897,231.6904,94.7267,33.0761,0.009,687.869,12.227,11.872,73.0446,69.9369,76.069,56.3791,62.3053,12.5776,16.5952,5.6352,7.2709,13.6194,679.642,15.9289,47.4959,31.421,185.7051,116.4837,63.3636,39.6716,168.4483,101.7801,-0.268
United Kingdom,1979,56243.212,27372.463,28892.691,231.7909,94.7384,33.1842,0.078,733.943,13.039,12.011,73.1622,70.0604,76.1885,56.454,62.3614,12.6027,16.5845,5.5838,7.2491,13.2051,725.44,15.2296,45.9847,29.4858,185.2448,114.4263,62.1639,38.0569,168.5815,100.4767,-0.248
United Kingdom,1980,56287.095,27402.062,28924.266,232.0429,94.7373,33.3134,0.139,752.404,13.355,11.747,73.593,70.5145,76.5743,56.8279,62.7022,12.8331,16.8348,5.6825,7.4412,12.3632,744.259,14.3869,43.6375,28.7334,177.5355,109.965,59.4214,36.5359,161.7859,96.5462,-0.215
